RAT,Popularity,BS,IGS,PAC,SHO,Price_num
66,1,372,1765,55,59,1000.0
66,0,371,1669,78,44,650.0
66,1,317,1512,48,29,400.0
66,12,362,1711,73,64,550.0
66,0,363,1761,48,65,500.0
66,-4,388,1851,69,60,300.0
66,3,372,1829,52,65,300.0
66,1,378,1730,79,51,400.0
66,0,388,1785,83,55,300.0
66,-1,386,1780,80,59,2800.0
66,0,351,1680,80,65,300.0
66,-1,390,1816,78,64,2000.0
66,0,378,1753,81,61,1600.0
66,1,335,1525,66,29,700.0
66,0,401,1872,81,60,900.0
66,2,380,1798,83,59,500.0
66,2,374,1725,79,44,750.0
66,1,366,1728,77,66,300.0
66,0,367,1704,70,46,500.0
66,0,387,1870,52,68,300.0
66,2,352,691,68,66,450.0
66,5,367,914,68,62,450.0
66,8,399,1902,77,64,400.0
66,2,361,736,68,66,750.0
66,3,350,1571,77,64,300.0
66,0,356,757,66,63,950.0
66,2,367,861,66,65,400.0
66,-1,368,1733,74,48,800.0
66,9,324,1571,42,40,300.0
66,-1,334,1532,70,29,300.0
66,1,381,1782,69,61,10000.0
66,1,368,1689,72,65,300.0
66,7,373,1713,86,57,300.0
66,1,378,1763,68,59,2000.0
66,2,347,1598,53,50,400.0
66,4,334,1564,56,46,350.0
66,1,370,1762,71,65,650.0
66,3,408,1877,78,55,300.0
66,1,389,1788,66,57,3700.0
66,1,343,1614,76,61,450.0
66,-1,371,836,65,64,1400.0
66,1,369,1773,65,53,3700.0
66,2,372,1818,79,63,550.0
66,-1,374,1746,74,47,9900.0
66,0,349,1709,59,52,6000.0
66,4,349,1645,68,65,500.0
66,4,390,1766,79,62,8000.0
66,2,392,1850,75,63,400.0
66,1,363,1698,70,48,900.0
66,3,324,1479,55,36,900.0
66,1,393,1863,69,59,900.0
66,3,361,1664,91,56,300.0
66,6,371,876,65,65,4800.0
66,2,354,1629,61,37,300.0
66,0,386,1864,57,63,350.0
66,1,402,1881,72,65,500.0
66,1,353,1680,54,47,300.0
66,3,331,1603,40,47,8400.0
66,1,372,1765,75,45,700.0
66,4,360,1625,78,64,300.0
66,1,312,1425,54,32,350.0
66,1,380,1785,72,56,600.0
66,1,365,1669,75,62,450.0
66,5,396,1838,83,64,450.0
66,0,343,1628,55,41,300.0
66,1,359,733,67,62,400.0
66,1,315,1501,51,36,1200.0
66,2,336,1577,52,35,1200.0
66,2,358,762,66,63,5400.0
66,1,357,1622,84,61,6000.0
66,5,344,1574,88,56,300.0
66,2,307,1411,53,26,5000.0
66,2,375,1762,60,56,400.0
66,4,370,1749,60,50,350.0
66,1,374,1760,73,49,10000.0
66,4,370,1726,82,58,700.0
66,10,372,1689,91,64,300.0
66,0,338,1576,68,64,1000.0
66,2,350,1653,73,63,1000.0
66,3,360,1717,71,38,1000.0
66,0,358,1744,69,60,350.0
66,0,340,1581,62,36,350.0
66,2,370,1769,73,56,300.0
66,-2,379,1797,59,56,600.0
66,2,385,1852,67,63,450.0
66,0,360,1685,77,65,1000.0
66,1,376,1782,64,69,500.0
66,3,361,1662,82,40,500.0
66,9,371,1717,79,48,600.0
66,1,374,1706,82,60,10000.0
66,2,391,1748,77,65,7900.0
66,1,364,1700,63,44,450.0
66,0,364,1732,70,61,250.0
66,2,329,1545,54,37,9000.0
66,1,378,1723,85,64,300.0
66,2,314,1452,60,24,400.0
66,0,318,1447,34,42,300.0
66,0,349,1624,68,38,450.0
66,3,388,1748,87,49,300.0
66,1,359,1635,83,60,500.0
66,0,360,638,67,66,400.0
66,1,346,1656,79,57,300.0
66,2,344,1579,73,65,7500.0
66,4,377,1784,65,64,350.0
66,4,406,1915,72,59,300.0
66,0,371,1795,58,58,300.0
66,2,357,1651,64,39,3000.0
66,0,331,1531,62,24,400.0
66,3,379,1762,72,47,400.0
66,0,390,1837,71,56,400.0
66,2,384,1844,61,66,1000.0
66,38,395,1812,89,59,6600.0
66,2,381,1750,82,64,300.0
66,2,383,1786,60,58,650.0
66,-2,356,1758,73,65,300.0
66,7,356,1640,82,66,300.0
66,1,372,1714,54,55,400.0
66,0,386,1774,84,51,300.0
66,11,381,1691,86,60,300.0
66,1,316,1474,52,36,700.0
66,-2,311,1445,53,31,7400.0
66,2,360,1649,78,38,2200.0
66,2,361,1698,68,62,500.0
66,0,399,1838,71,64,350.0
66,-1,368,1724,72,61,2000.0
66,15,387,1739,89,65,300.0
66,1,395,1836,77,54,650.0
66,1,371,841,66,64,500.0
66,5,384,1784,79,49,500.0
66,0,336,1563,67,66,600.0
66,1,353,641,68,65,700.0
66,1,307,1406,44,32,300.0
66,2,299,1413,33,30,300.0
66,3,358,621,69,65,700.0
66,1,384,1782,70,53,300.0
66,2,313,1424,71,25,400.0
66,0,371,796,68,63,450.0
66,2,355,1640,84,62,5000.0
66,1,362,665,67,66,400.0
66,8,360,1647,88,62,350.0
66,2,346,636,66,64,300.0
66,2,353,1569,75,31,350.0
66,4,388,1850,68,58,350.0
66,2,348,1606,59,40,700.0
66,3,375,1745,78,65,400.0
66,2,387,1811,85,53,350.0
66,2,356,1655,70,38,500.0
66,4,369,1757,69,53,600.0
66,2,380,1783,76,52,500.0
66,1,375,1673,89,57,300.0
66,0,327,1552,34,44,500.0
66,2,354,1621,74,34,500.0
66,1,403,1873,84,66,5500.0
66,1,407,1920,79,61,300.0
66,0,314,1494,45,42,350.0
66,0,377,1770,62,51,350.0
66,2,335,1545,71,67,500.0
66,0,369,1707,70,47,600.0
66,2,393,1870,66,65,300.0
66,2,355,1671,72,60,400.0
66,1,358,1622,74,38,600.0
66,0,370,1788,64,51,1000.0
66,2,297,1330,40,29,300.0
66,1,366,1689,74,46,700.0
66,2,370,1753,81,57,400.0
66,1,367,1744,70,50,400.0
66,5,384,1747,75,54,650.0
66,3,376,1729,85,43,300.0
66,1,341,1592,53,42,9700.0
66,4,360,632,65,67,400.0
66,6,357,1672,78,65,600.0
66,1,393,1810,86,56,300.0
66,0,367,1720,58,57,300.0
66,0,387,1783,81,56,600.0
66,0,370,1774,60,58,300.0
66,6,374,1721,72,61,300.0
66,-3,298,1403,50,25,1200.0
66,1,321,1495,51,34,9700.0
66,1,386,1801,76,55,300.0
66,2,359,1671,78,29,700.0
66,12,354,1632,86,64,300.0
66,1,343,1650,63,65,600.0
66,2,357,1654,74,40,300.0
66,1,363,1730,73,59,700.0
66,1,405,1902,73,59,750.0
66,168,390,1790,80,64,2900.0
66,12,357,1630,78,64,350.0
66,1,375,1781,74,63,10000.0
66,1,398,1906,69,63,500.0
66,1,377,1775,74,63,550.0
66,2,385,1741,80,53,400.0
66,0,384,1803,73,63,400.0
66,1,340,1640,59,66,300.0
66,4,355,1596,79,59,1400.0
66,2,390,1855,71,58,3000.0
66,25,407,1880,80,54,300.0
66,1,342,1561,70,34,2800.0
66,1,346,1605,77,65,1000.0
66,0,397,1885,66,65,700.0
66,-1,318,1427,62,28,400.0
66,3,382,1789,61,58,350.0
66,8,319,1562,79,52,300.0
66,0,360,1637,76,37,10000.0
66,3,347,1586,82,66,300.0
66,0,341,1583,67,36,450.0
66,1,328,1457,63,29,1200.0
66,1,326,1504,52,31,450.0
66,0,383,1755,86,55,300.0
66,1,364,1686,78,42,400.0
66,0,359,1632,65,42,350.0
66,2,364,647,68,65,400.0
66,0,385,1747,78,64,3500.0
66,-1,382,1784,77,55,600.0
66,4,386,1730,88,52,400.0
66,3,386,1819,79,55,300.0
66,4,354,1599,75,37,1900.0
66,-2,362,744,67,65,500.0
66,-1,344,1566,73,69,600.0
66,3,316,1458,47,33,9900.0
66,3,374,1692,79,44,450.0
66,4,373,1805,69,58,500.0
66,0,369,1737,71,56,10000.0
66,2,355,793,67,63,350.0
66,2,364,1690,63,48,400.0
66,0,366,1671,71,40,500.0
66,1,363,1680,73,43,350.0
66,1,373,1767,60,58,550.0
66,2,333,1607,67,61,400.0
66,-7,374,1721,67,51,400.0
66,5,362,1653,70,47,500.0
66,-1,332,1533,58,68,300.0
66,0,370,1697,70,42,300.0
66,1,320,1478,54,32,400.0
66,5,386,1822,65,63,350.0
66,29,368,1722,76,45,550.0
66,1,367,1735,58,55,10000.0
66,2,383,1780,73,62,400.0
66,6,379,1733,74,47,3000.0
66,1,283,1305,41,29,550.0
66,2,366,1656,74,44,600.0
66,4,392,1774,90,53,300.0
66,6,338,1610,75,63,7000.0
66,1,338,1517,58,35,4900.0
66,3,394,1770,84,63,300.0
66,1,372,1761,73,53,400.0
66,2,362,1733,61,53,3800.0
66,3,395,1861,70,64,800.0
66,6,398,1859,87,60,300.0
66,0,347,1516,70,37,400.0
66,2,365,1737,75,59,700.0
66,3,331,1561,62,66,700.0
66,1,350,1615,79,63,600.0
66,8,382,1847,67,55,400.0
66,0,368,745,69,65,350.0
66,1,370,715,68,62,500.0
66,2,358,1640,75,38,1300.0
66,6,388,1827,66,60,500.0
66,1,340,1586,54,48,3000.0
66,3,370,1702,89,58,300.0
66,1,354,695,66,65,650.0
66,1,327,1553,82,57,400.0
66,-6,376,1760,79,49,350.0
66,2,330,1456,68,31,400.0
66,2,382,1756,77,55,350.0
66,1,367,1738,60,47,350.0
66,0,332,1523,62,37,600.0
66,1,370,857,68,67,950.0
66,2,384,1868,73,64,800.0
66,1,352,1679,70,64,800.0
66,1,383,1809,71,57,700.0
66,1,342,1592,64,39,450.0
66,31,322,1435,82,25,1000.0
66,0,355,1625,76,33,6000.0
66,5,372,1766,75,64,400.0
66,1,379,1746,75,46,500.0
66,4,383,1785,68,50,550.0
66,1,374,1764,71,66,350.0
66,0,370,1730,71,51,700.0
66,0,333,1482,71,60,10000.0
66,1,351,1605,81,62,1000.0
66,2,385,1765,68,60,4400.0
66,2,385,1725,79,65,3300.0
66,4,388,1745,88,49,3500.0
66,3,391,1830,73,61,600.0
66,0,348,1620,69,42,300.0
66,0,353,1681,78,65,300.0
66,3,342,1624,71,44,5300.0
66,-1,367,1735,66,47,300.0
66,-1,342,1553,69,26,700.0
66,2,366,1675,77,62,350.0
66,0,347,1661,58,46,300.0
66,25,350,1679,70,63,5300.0
66,-1,380,1731,65,61,800.0
66,1,348,1595,88,55,300.0
66,-1,366,1712,73,44,500.0
66,16,353,1638,74,64,10000.0
66,0,352,1613,58,41,400.0
66,2,305,1451,40,33,400.0
66,-1,341,1554,69,36,500.0
66,2,373,822,66,65,350.0
66,3,367,1727,76,53,800.0
66,2,382,1772,78,51,450.0
66,1,385,1821,76,59,450.0
66,6,350,1670,79,56,10000.0
66,2,360,1685,74,64,1500.0
66,7,380,1763,71,65,400.0
66,0,352,1716,75,55,9000.0
66,0,338,1546,81,62,550.0
66,0,352,1548,57,41,300.0
66,6,320,1482,51,36,550.0
66,1,374,1822,68,50,300.0
66,1,352,1694,80,61,900.0
66,1,364,1643,78,40,800.0
66,1,338,1539,73,25,450.0
66,0,335,1563,73,66,900.0
66,2,312,1467,61,29,450.0
66,5,363,1656,67,51,700.0
66,1,345,1582,52,39,400.0
66,1,359,1684,60,48,500.0
66,1,367,1781,70,62,300.0
66,1,366,1756,71,52,1500.0
66,-3,362,1715,71,41,800.0
66,3,384,1809,67,55,400.0
66,1,342,1578,68,33,400.0
66,1,386,1766,84,47,300.0
66,0,368,1745,55,52,350.0
66,2,352,1711,54,45,300.0
66,1,363,1630,83,46,300.0
66,7,382,1855,66,66,400.0
66,1,364,1707,69,32,400.0
66,3,366,1700,77,60,300.0
66,2,348,1610,67,43,400.0
66,1,365,1696,71,43,300.0
66,2,353,1675,69,65,350.0
66,5,355,715,66,64,550.0
66,3,359,1658,66,43,500.0
66,1,395,1778,82,52,300.0
66,3,360,741,67,63,700.0
66,4,342,1601,77,52,450.0
66,0,383,1822,69,62,400.0
66,2,378,1780,79,65,1000.0
66,1,361,1667,77,50,2900.0
66,1,372,1704,79,61,400.0
66,0,376,1778,76,43,550.0
66,-1,380,1782,68,56,300.0
66,1,366,1679,80,60,10000.0
66,-1,377,1710,81,47,3100.0
66,4,393,1834,88,60,350.0
66,2,320,1478,61,69,400.0
66,2,340,1611,68,56,500.0
66,1,384,1776,82,52,950.0
66,-3,369,1705,76,54,3800.0
66,1,364,780,66,69,350.0
66,0,359,731,64,68,3800.0
66,1,330,1516,61,42,300.0
66,12,385,1835,65,62,600.0
66,1,364,1694,64,43,350.0
66,-1,353,1723,73,43,400.0
66,1,391,1789,77,59,500.0
66,1,342,1603,65,69,10000.0
66,0,333,1536,64,35,500.0
66,2,381,1773,77,50,600.0
66,2,327,1483,53,31,450.0
66,2,365,1708,65,49,2100.0
66,2,367,1687,70,45,400.0
66,1,376,1808,70,56,300.0
66,1,370,1718,68,51,9000.0
66,-1,306,1420,57,27,400.0
66,0,372,1675,78,53,10000.0
66,2,353,664,68,62,1400.0
66,0,337,1643,71,66,10000.0
66,1,351,665,68,66,700.0
66,-2,363,699,66,68,4100.0
66,1,345,1590,71,63,3800.0
66,1,341,1582,75,63,700.0
66,3,368,1705,59,47,400.0
66,0,354,1660,79,65,1400.0
66,0,372,789,66,62,300.0
66,3,347,1581,69,38,950.0
66,2,335,1518,78,59,3000.0
66,3,306,1374,41,29,300.0
66,8,352,1569,71,63,5000.0
66,1,362,806,67,66,2000.0
66,2,390,1797,76,47,350.0
66,3,380,1731,81,43,400.0
66,2,343,1547,72,29,9900.0
66,1,374,1743,77,48,450.0
66,2,337,1529,70,61,350.0
66,3,386,1753,80,50,350.0
66,1,341,1664,67,54,500.0
66,3,327,1527,66,33,2500.0
66,2,327,1484,72,34,300.0
66,-1,366,1665,75,44,300.0
66,2,373,1723,85,60,2000.0
66,7,373,1715,77,44,300.0
66,-1,354,1594,83,57,2000.0
66,1,332,1507,67,37,450.0
66,4,335,1522,69,30,600.0
66,30,373,1655,90,37,8000.0
66,0,371,1737,62,51,10000.0
66,0,380,1786,76,51,400.0
66,8,372,743,71,63,700.0
66,5,380,1830,77,47,350.0
66,0,344,1593,59,39,2400.0
66,-2,365,1698,63,45,300.0
66,-2,386,1792,72,57,10000.0
66,1,366,781,65,64,500.0
66,1,376,1688,81,52,9200.0
66,4,344,1602,67,33,400.0
66,5,346,1578,73,26,450.0
66,0,405,1929,74,66,950.0
66,3,373,1750,70,56,900.0
66,0,367,783,65,64,400.0
66,5,356,1591,85,65,350.0
66,4,355,1653,80,54,10000.0
66,2,343,677,67,61,350.0
66,0,320,1466,63,67,400.0
66,0,338,1588,80,64,10000.0
66,-1,369,1716,78,62,450.0
66,1,353,1573,78,32,600.0
66,-1,338,1598,50,43,1900.0
66,3,380,1752,75,47,800.0
66,2,316,1436,52,34,300.0
66,2,389,1801,77,63,9900.0
66,36,347,1672,75,59,4000.0
66,1,364,1710,71,60,950.0
66,3,338,1554,65,36,1900.0
66,2,331,1590,53,67,950.0
66,2,368,1714,53,61,400.0
66,-48,306,1431,39,32,2500.0
66,0,363,1665,80,49,10000.0
66,0,360,1693,75,67,3800.0
66,6,362,1631,81,40,600.0
66,2,375,1749,84,64,10000.0
66,0,376,1733,74,50,10000.0
66,8,363,1658,72,44,300.0
66,0,355,1635,69,44,400.0
66,2,370,1770,66,59,300.0
66,17,360,1655,79,39,300.0
66,1,391,1864,71,58,400.0
66,0,390,1812,75,63,700.0
66,3,365,1709,80,63,350.0
66,-1,369,1772,70,49,800.0
66,8,337,1592,72,57,2400.0
66,3,346,1655,65,66,900.0
66,17,344,1665,79,67,300.0
66,4,395,1778,87,54,300.0
66,0,346,1563,73,30,300.0
66,7,358,1580,79,31,300.0
66,15,352,1622,80,62,600.0
66,7,343,1574,59,35,750.0
66,20,385,1715,91,45,300.0
66,2,372,1761,63,66,400.0
66,1,340,1602,74,56,10000.0
66,14,355,1574,84,59,650.0
66,2,398,1870,73,61,500.0
66,5,368,1705,78,38,500.0
66,1,356,1697,59,45,600.0
66,0,357,1704,57,47,400.0
66,0,376,869,67,64,600.0
66,-2,353,1679,79,65,1100.0
66,4,362,1625,71,40,300.0
66,4,367,1734,70,65,2400.0
66,2,363,1740,91,61,300.0
66,2,363,1706,76,61,900.0
66,1,350,1685,45,58,700.0
66,1,357,1748,58,54,900.0
66,2,354,641,67,62,9900.0
66,1,371,1695,77,51,400.0
66,4,374,1717,85,44,300.0
66,3,383,1831,68,61,350.0
66,6,359,1700,81,63,350.0
66,1,359,1677,45,62,550.0
66,1,308,1464,39,38,700.0
66,0,343,1585,71,32,350.0
66,3,372,1788,64,56,500.0
66,5,357,1660,88,64,300.0
66,-1,354,1655,75,63,1400.0
66,6,373,1676,81,41,10000.0
66,6,352,1659,73,66,400.0
66,5,363,1684,74,67,800.0
66,3,357,1727,62,53,1000.0
66,9,325,1565,47,66,400.0
66,9,304,1423,34,47,350.0
66,4,368,1815,58,55,400.0
66,6,324,1582,46,42,1300.0
66,2,378,1851,61,65,400.0
66,6,323,1596,31,44,600.0
66,2,343,1647,69,66,350.0
66,1,352,1704,59,40,300.0
66,2,380,1878,63,55,600.0
66,0,364,1676,69,63,400.0
66,0,335,1541,59,65,400.0
66,1,387,1762,85,53,300.0
66,4,380,1817,69,62,4000.0
66,0,294,1397,36,32,2900.0
66,9,351,1633,60,52,300.0
66,2,388,1863,67,59,450.0
66,2,372,769,69,67,350.0
66,1,364,1667,80,64,350.0
66,2,374,1751,87,64,300.0
66,2,369,763,65,64,1000.0
66,3,383,1810,76,67,700.0
66,2,368,1658,72,46,300.0
66,1,381,1794,86,59,300.0
66,4,374,1821,72,53,400.0
66,2,356,1631,78,30,300.0
66,-1,348,1610,51,55,400.0
66,-3,342,1588,66,33,800.0
66,1,364,1711,60,44,700.0
66,5,370,1730,71,60,550.0
66,2,400,1805,78,56,300.0
66,2,350,1633,81,65,10000.0
66,1,384,1826,65,58,350.0
66,0,327,1556,68,58,10000.0
66,2,363,1679,44,58,9900.0
66,1,369,838,69,61,550.0
66,2,352,1626,81,61,400.0
66,1,339,1646,66,67,10000.0
66,3,357,1644,86,65,300.0
66,0,345,1586,54,46,4000.0
66,2,364,1697,60,51,350.0
66,0,386,1818,73,61,9100.0
66,6,371,1735,79,57,1000.0
66,0,373,1679,87,39,300.0
66,1,377,1735,69,49,300.0
66,0,291,1381,36,33,9800.0
66,2,367,1738,68,64,10000.0
66,0,310,1475,41,31,700.0
66,4,384,1785,67,56,3000.0
66,0,376,1763,79,61,9900.0
66,1,376,1751,69,62,750.0
66,1,358,1724,64,48,300.0
66,1,376,845,71,64,300.0
66,-2,319,1449,57,30,300.0
66,1,363,1707,52,49,300.0
66,12,359,1692,48,51,3100.0
66,1,370,1723,78,63,300.0
66,2,353,1645,81,64,1100.0
66,0,373,1772,68,54,800.0
66,0,343,1604,61,66,10000.0
66,1,376,1755,69,52,600.0
66,0,311,1476,40,38,10000.0
66,5,388,1806,70,62,700.0
66,3,366,1707,72,49,300.0
66,3,344,1631,63,61,700.0
66,-1,339,1603,69,57,500.0
66,0,352,1662,59,44,400.0
66,6,393,1771,91,57,300.0
66,0,369,780,65,67,350.0
66,0,378,1725,81,57,450.0
66,3,385,1817,67,51,1000.0
66,1,364,1708,80,62,450.0
66,2,365,1679,79,64,300.0
66,1,377,1737,72,51,300.0
66,1,385,1754,89,60,300.0
66,1,355,1653,68,39,500.0
66,5,397,1836,78,53,350.0
66,0,344,1634,63,64,700.0
66,2,378,1778,77,53,300.0
66,1,363,845,67,64,350.0
66,0,356,1683,74,66,500.0
66,1,362,764,66,65,900.0
66,1,324,1482,67,36,500.0
66,8,372,1765,87,59,300.0
66,0,354,1686,58,43,9900.0
66,1,335,1577,74,56,1800.0
66,5,333,1616,36,43,350.0
66,6,369,1755,66,63,500.0
66,3,302,1421,51,28,300.0
66,3,345,1596,68,57,450.0
66,-1,302,1464,34,34,350.0
66,1,335,1602,44,39,350.0
66,-2,373,1754,72,47,400.0
66,1,316,1496,53,36,550.0
66,0,361,1674,76,68,300.0
66,5,360,1669,82,64,10000.0
66,2,380,1742,80,45,850.0
66,1,347,1574,74,32,300.0
66,11,383,1785,75,53,300.0
66,4,356,1672,70,66,350.0
66,2,346,1698,55,42,450.0
66,11,379,1745,64,58,2900.0
66,4,374,1772,50,63,300.0
66,-1,365,682,68,62,400.0
66,1,381,1788,74,59,350.0
66,1,386,1812,67,60,1000.0
66,12,354,1691,71,62,400.0
66,2,310,1439,57,28,350.0
66,2,358,1650,75,37,600.0
66,1,339,1587,80,64,10000.0
66,2,319,1489,66,72,1300.0
66,1,391,1779,78,58,10000.0
66,0,387,1839,62,58,400.0
66,1,371,1711,79,68,300.0
66,1,389,1792,86,60,350.0
66,1,378,1718,81,49,9300.0
66,1,385,1813,69,56,350.0
66,4,330,1572,60,36,400.0
66,1,362,1685,69,38,450.0
66,5,344,1551,83,57,1200.0
66,0,372,1690,68,45,5000.0
66,0,345,1655,83,64,500.0
66,0,319,1470,55,26,3000.0
66,0,366,1739,60,50,3000.0
66,0,388,1786,80,53,10000.0
66,1,364,1756,66,54,1000.0
66,0,398,1846,77,65,10000.0
66,1,356,1705,68,47,450.0
66,3,364,700,65,61,400.0
66,0,360,1733,68,47,10000.0
66,0,357,1701,76,65,350.0
66,1,378,1792,77,62,450.0
66,2,385,1834,66,61,300.0
66,0,312,1460,63,31,1900.0
66,3,354,1651,73,64,400.0
66,0,353,1672,80,66,300.0
66,13,341,1569,80,60,750.0
66,2,380,1753,68,55,600.0
66,-1,358,1698,77,62,450.0
66,9,376,1766,65,52,350.0
66,49,341,1551,75,33,500.0
66,4,368,1714,58,51,350.0
66,0,361,592,71,61,10000.0
66,0,383,1813,57,55,400.0
66,3,340,1604,67,67,350.0
66,2,365,1758,72,51,450.0
66,2,393,1840,75,59,400.0
66,11,373,1692,82,65,450.0
66,2,377,1725,82,46,800.0
66,5,354,1645,71,43,800.0
66,2,341,1589,80,65,9900.0
66,8,313,1439,63,29,400.0
66,5,355,1605,79,66,350.0
66,2,353,1623,79,59,7500.0
66,3,334,1557,61,39,900.0
66,2,366,1712,83,54,7000.0
66,2,331,1530,61,35,750.0
66,4,362,1717,69,62,300.0
66,-2,377,1786,65,63,3000.0
66,301,371,1759,72,53,600.0
66,-1,364,1708,63,61,6800.0
66,0,370,1784,65,67,500.0
66,7,335,1545,73,65,300.0
66,1,364,1656,68,41,1000.0
66,0,331,1533,60,40,650.0
66,7,346,585,68,64,350.0
66,13,347,1691,72,54,500.0
66,1,368,1701,67,55,350.0
66,2,356,1614,85,57,650.0
66,-1,320,1441,56,31,300.0
66,1,380,1812,77,53,500.0
66,6,377,1782,75,60,750.0
66,1,347,1614,78,67,350.0
66,2,361,1701,77,43,350.0
66,2,360,1664,76,64,5000.0
66,2,350,1585,83,60,950.0
66,0,361,688,69,65,400.0
66,0,373,1769,66,58,700.0
66,2,392,1811,72,49,300.0
66,5,379,1800,69,58,450.0
66,-1,339,1598,69,38,950.0
66,23,343,1574,71,63,400.0
66,-1,348,1602,81,54,300.0
66,1,365,1709,66,51,300.0
66,1,357,1646,76,37,300.0
66,0,302,1399,49,25,300.0
66,2,377,1732,80,57,1000.0
66,7,340,1549,66,27,300.0
66,43,367,1678,90,62,300.0
66,6,359,1728,75,67,300.0
66,1,323,1533,73,66,4900.0
66,1,341,1592,53,42,300.0
66,2,371,876,65,65,400.0
66,1,368,1715,67,45,3500.0
66,2,361,1641,87,64,300.0
66,0,366,1690,77,38,300.0
66,3,321,1495,51,34,300.0
66,3,371,1668,75,65,300.0
66,2,359,1692,48,51,300.0
66,1,377,1771,71,51,550.0
66,0,367,1726,78,64,300.0
66,0,370,1688,71,51,700.0
66,-1,368,1653,85,58,1000.0
66,-1,358,788,68,63,350.0
66,2,382,1819,67,61,550.0
66,2,392,1825,87,59,350.0
66,0,364,1701,57,52,300.0
66,0,366,1737,59,45,300.0
66,1,356,1614,85,57,5000.0
66,1,365,1754,82,59,300.0
66,6,358,617,70,66,1200.0
66,-5,388,1745,88,49,500.0
66,0,374,1760,73,49,900.0
66,1,356,1614,85,57,350.0
66,3,347,1633,61,64,9400.0
66,12,364,769,69,62,4600.0
66,12,347,1672,75,59,300.0
66,0,376,1803,62,63,700.0
66,1,361,1667,77,50,300.0
66,1,361,1653,70,33,700.0
66,-1,341,1578,72,66,300.0
66,4,373,1676,81,41,500.0
66,2,358,1688,72,64,500.0
66,1,338,1539,77,25,300.0
66,2,351,1649,85,58,200.0
66,0,351,748,62,66,300.0
66,1,351,1704,69,66,500.0
66,0,353,1623,79,59,1400.0
66,1,313,1520,50,67,300.0
66,4,312,1445,57,30,300.0
66,20,373,1655,90,37,400.0
66,5,362,1655,79,66,1500.0
66,0,379,1748,60,54,550.0
66,23,350,1679,70,63,400.0
66,3,350,1670,79,56,400.0
66,0,348,1596,66,35,550.0
66,0,355,1663,80,64,600.0
66,1,358,762,66,63,300.0
66,2,347,1587,84,64,300.0
66,0,389,1801,77,63,350.0
66,0,363,1722,76,64,600.0
66,0,376,1808,63,53,300.0
66,0,319,1474,60,29,350.0
66,3,362,1733,61,53,350.0
66,1,385,1725,79,65,300.0
66,2,363,1728,78,59,300.0
66,0,333,1482,71,60,350.0
66,0,357,1622,84,61,600.0
66,0,344,1614,68,65,350.0
66,0,338,1571,43,42,400.0
66,-1,370,1739,69,45,300.0
66,0,384,1750,64,58,300.0
66,1,354,1717,58,67,400.0
66,1,356,1715,81,43,500.0
66,2,394,1833,71,61,350.0
66,0,324,1590,66,68,600.0
66,1,392,1899,59,64,550.0
66,0,339,1608,55,65,400.0
66,1,389,1788,66,57,300.0
66,1,374,1706,82,60,400.0
66,-1,311,1445,53,31,350.0
66,0,360,1669,82,64,350.0
66,0,354,641,67,62,5000.0
66,1,368,1746,80,62,300.0
66,1,349,1686,54,66,500.0
66,1,331,1603,40,47,350.0
66,0,342,1603,65,69,300.0
66,1,325,1595,39,67,400.0
66,0,387,1785,67,53,300.0
66,-1,361,1648,81,62,300.0
66,0,366,1697,70,43,350.0
66,4,364,1637,78,62,300.0
66,-1,376,1709,79,43,400.0
66,1,370,1718,68,51,1000.0
66,1,344,1666,54,49,400.0
66,0,386,1767,74,56,400.0
66,-1,345,1590,71,63,350.0
66,1,343,1547,72,29,300.0
66,1,360,1700,68,65,700.0
66,0,382,1764,70,54,650.0
66,-1,342,1561,70,34,400.0
66,0,335,1614,34,46,350.0
66,0,364,1708,63,61,350.0
66,1,356,1634,71,41,300.0
66,-1,370,823,66,63,350.0
66,0,371,1737,62,51,300.0
66,0,368,1683,81,62,500.0
66,0,391,1816,75,62,900.0
66,0,355,1653,80,54,1500.0
66,-1,391,1779,78,58,300.0
66,0,338,1554,65,36,300.0
66,0,335,1525,66,29,300.0
66,0,348,1582,70,41,300.0
66,0,388,1896,64,63,300.0
65,3,354,867,63,66,350.0
65,4,371,925,66,61,550.0
65,0,359,1688,64,46,1000.0
65,68,357,825,63,65,400.0
65,2,360,813,65,65,8400.0
65,5,334,1566,62,36,300.0
65,6,354,826,64,64,350.0
65,3,370,940,65,63,400.0
65,1,295,1419,33,35,1100.0
65,2,345,1651,41,50,800.0
65,1,348,1675,53,52,400.0
65,2,354,1730,72,61,450.0
65,4,370,1734,73,42,600.0
65,3,371,835,62,63,800.0
65,2,364,1754,56,57,950.0
65,3,358,1621,81,64,500.0
65,1,367,1787,65,53,300.0
65,3,349,1706,51,65,500.0
65,2,358,1699,62,45,3400.0
65,0,356,816,63,63,400.0
65,9,362,757,64,64,300.0
65,3,360,797,65,64,300.0
65,-1,312,1535,38,66,500.0
65,2,370,1841,53,64,450.0
65,1,353,1689,50,55,700.0
65,1,365,1745,48,66,10000.0
65,5,347,1694,62,65,1000.0
65,1,367,1788,54,61,7000.0
65,0,300,1441,32,28,500.0
65,4,360,878,63,65,4000.0
65,2,383,1771,81,50,800.0
65,1,359,1739,55,50,300.0
65,1,366,1765,67,63,1000.0
65,0,381,1845,66,62,350.0
65,0,387,1821,76,61,350.0
65,3,357,1700,74,62,400.0
