,Name,RAT,VER,Price,SKI,WF,PAC,SHO,PAS,DRI,DEF,PHY,Popularity,BS,IGS,Weight,Height,Pos,AttackWorkRate,DefenseWorkRate
13910,Ricardinho,65,Normal  Controlled,600,2,3,70,55,58,60,63,70,0,376,1753,77.0,180,RWB,H,M
13911,Andy Cannon,65,Normal  Explosive,0,3,3,70,53,63,69,60,64,-8,379,1810,74.0,176,CM,H,M
13912,Nicolas Bürgy,65,Normal  Controlled,400,2,3,44,37,43,48,66,67,0,305,1453,80.0,185,CB,L,M
13913,Chunyu Dong,65,Normal  Controlled,650,1,1,65,64,66,65,45,65,0,370,873,81.0,187,GK,M,M
13914,Eamonn Brophy,65,Normal  Controlled,0,3,3,78,65,59,66,31,70,3,369,1777,68.0,174,ST,H,M
13915,Nery Leyes,65,Normal  Controlled,0,2,3,53,49,56,56,63,76,0,353,1661,78.0,181,CDM,L,H
13916,Weihui Rao,65,Normal  Controlled,10K,2,3,73,37,55,56,61,67,2,349,1641,73.0,176,LWB,M,M
13917,Huikang Cai,65,Normal  Lengthy,500,3,3,52,51,51,58,66,78,9,356,1694,82.0,183,CDM,L,H
13918,Lucas Passerini,65,Sudamericana  Lengthy,0,2,3,55,65,46,55,27,73,2,321,1482,81.0,189,ST,M,L
13919,George Byers,65,Normal  Controlled,10K,3,4,59,61,61,66,55,63,1,365,1742,73.0,180,CM,M,M
13920,Dom Telford,65,Normal  Explosive,300,2,3,83,66,49,68,25,63,10,354,1680,72.0,170,ST,H,M
13921,Daniel Grimshaw,65,Normal  Controlled,10K,1,2,65,61,67,68,45,64,0,370,870,77.0,185,GK,M,M
13922,Johnny Vidales,65,Sudamericana  Explosive,0,3,3,80,58,61,65,33,42,0,339,1610,74.0,180,RW,M,M
13923,Mikkel Maigaard,65,Normal  Controlled,700,3,4,62,60,65,65,54,66,1,372,1807,75.0,180,CM,H,M
13924,Jacob Ortmark,65,Normal  Controlled,400,3,3,67,58,64,68,59,65,1,381,1832,77.0,176,CM,H,M
13925,Dimitar Mitov,65,Normal  Controlled,350,1,3,65,63,63,66,61,64,4,382,957,76.0,188,GK,M,M
13926,David Sambissa,65,Normal  Explosive,500,3,3,77,56,54,69,55,61,1,372,1707,70.0,177,RW,M,M
13927,Jack Stevens,65,Normal  Controlled,400,1,3,65,64,63,65,41,63,-1,361,848,77.0,188,GK,M,M
13928,Aaron Collins,65,Normal  Controlled,300,3,4,82,64,59,64,35,74,4,378,1744,74.0,185,ST,H,H
13929,Connal Trueman,65,Normal  Controlled,500,1,3,66,64,60,68,46,63,1,367,919,74.0,186,GK,M,M
13930,Jean-Kévin Augustin,65,Normal  Controlled,2K,3,3,64,67,60,67,30,50,-3,338,1623,80.0,180,ST,M,L
13931,Saša Živec,65,Normal  Controlled,800,3,4,74,63,63,68,38,59,0,365,1746,70.0,178,LM,H,M
13932,Max Burgess,65,Normal  Controlled,300,3,4,78,60,61,67,43,70,2,379,1724,70.0,185,CAM,H,M
13933,Stevie Mallan,65,Normal  Controlled,1K,2,3,67,64,67,66,59,66,2,389,1882,69.0,178,CM,H,M
13934,Aaron McEneff,65,Normal  Controlled,650,2,3,70,60,64,67,59,67,-1,387,1850,70.0,175,CM,H,H
13935,Rodrigo Vargas,65,Sudamericana  Controlled,1.2K,3,4,72,66,54,74,24,46,-1,336,1655,69.0,170,ST,H,L
13936,Aron Elís Þrándarson,65,Normal  Controlled,400,3,3,68,58,62,67,61,74,1,390,1868,83.0,187,CM,M,M
13937,Daniel Harvie,65,Normal  Controlled,700,2,3,74,44,57,61,61,68,1,365,1704,65.0,180,LWB,H,M
13938,Jamie Lindsay,65,Normal  Controlled,500,2,2,57,60,63,66,63,67,3,376,1796,67.0,183,CM,M,M
13939,Sergiu Buș,65,Normal  Lengthy,0,3,3,63,65,58,61,43,71,0,361,1730,85.0,185,ST,H,L
13940,Charlie Kirk,65,Normal  Controlled,0,3,3,78,61,62,66,29,60,-1,356,1672,70.0,185,LW,H,L
13941,Cheikhou Dieng,65,Normal  Explosive,300,3,3,84,63,58,67,30,54,0,356,1680,66.0,180,ST,H,M
13942,Jamie McCart,65,Normal  Lengthy,2.5K,2,4,66,30,44,60,64,74,1,338,1538,75.0,186,CB,M,H
13943,Gyu Seong Lee,65,Normal  Controlled,350,3,3,71,44,59,64,61,70,-1,369,1697,68.0,174,CDM,M,M
13944,Zhongguo Chi,65,Normal  Controlled,550,3,4,73,56,64,64,68,66,1,391,1863,65.0,174,CM,M,H
13945,Lukas Gugganig,65,Normal  Controlled,400,2,2,41,50,46,53,64,73,1,327,1558,83.0,191,CB,M,M
13946,Joe Powell,65,Normal  Controlled,300,3,3,74,59,65,65,53,58,1,374,1783,68.0,178,CAM,H,M
13947,Cole Alexander,65,Normal  Controlled,300,3,2,78,64,64,65,58,69,0,398,1861,71.0,182,CM,H,M
13948,Adam May,65,Normal  Controlled,450,2,2,73,62,61,64,59,68,3,387,1823,73.0,182,CAM,M,M
13949,Abdulrahman Al Obaid,65,Normal  Explosive,450,2,3,76,59,64,66,56,67,1,388,1849,64.0,171,LB,H,H
13950,Ben Stevenson,65,Normal  Controlled,450,3,4,71,61,64,65,60,68,3,389,1835,67.0,182,CM,M,H
13951,Marcin Listkowski,65,Normal  Explosive,4.9K,3,3,77,58,62,69,49,65,0,380,1776,68.0,178,CM,H,M
13952,Xande Silva,65,Normal  Explosive,650,3,3,72,60,58,71,27,57,2,345,1631,74.0,177,LM,H,L
13953,Ali Lajami,65,Normal  Controlled,400,2,4,76,47,54,58,64,71,-2,370,1705,75.0,178,CB,M,H
13954,Tobias Heintz,65,Normal  Explosive,0,3,2,72,57,63,68,37,59,3,356,1717,69.0,173,CAM,M,M
13955,Christian Rivera,65,Normal  Controlled,300,2,3,51,48,61,65,64,74,1,363,1733,89.0,193,CDM,M,M
13956,Josh Dacres-Cogley,65,Normal  Controlled,350,2,3,86,50,59,62,56,73,1,386,1771,68.0,174,RB,M,M
13957,Callum Slattery,65,Normal  Controlled,1K,2,3,68,58,59,64,60,72,1,381,1720,80.0,180,CDM,M,M
13958,Kenny Prince Redondo,65,Normal  Explosive,600,3,3,85,60,56,67,44,57,2,369,1700,71.0,180,LM,M,M
13959,Sebastian Musiolik,65,Normal  Lengthy,300,3,2,84,61,48,63,25,74,5,355,1583,88.0,192,ST,M,M
13960,Dave Gnaase,65,Normal  Controlled,5K,3,3,75,53,60,66,59,73,2,386,1798,77.0,179,CDM,M,H
13961,Frederik Lauenborg,65,Normal  Controlled,400,2,3,64,54,63,66,65,71,-1,383,1828,80.0,181,CM,M,H
13962,Thorsten Mahrer,65,Normal  Controlled,800,2,3,34,30,42,44,67,75,-1,292,1376,81.0,191,CB,M,M
13963,Florian Kamberi,65,Normal  Controlled,2K,3,3,72,64,59,63,36,73,3,367,1723,86.0,189,ST,H,M
13964,Mathew Stevens,65,Normal  Controlled,0,2,3,74,64,49,64,22,69,0,342,1612,74.0,180,ST,H,M
13965,Tsiy-William Ndenge,65,Normal  Lengthy,300,3,3,63,57,61,64,62,74,1,381,1778,84.0,189,CDM,M,M
13966,Steffen Nkansah,65,Normal  Controlled,700,2,3,66,30,45,48,66,69,1,324,1483,78.0,188,CB,M,M
13967,Conor McCarthy,65,Normal  Lengthy,300,2,3,59,28,49,52,66,76,0,330,1510,82.0,193,CB,L,M
13968,Riyadh Sharahili,65,Normal  Controlled,1.6K,2,3,51,52,57,61,61,76,0,358,1623,77.0,185,CDM,H,M
13969,Nico Antonitsch,65,Normal  Lengthy,0,2,2,51,32,40,43,65,78,0,309,1465,83.0,186,CB,M,H
13970,Matías Fernández,65,Libertadores  Controlled,400,2,3,73,49,60,67,55,60,6,364,1661,68.0,173,RM,H,L
13971,Luís Machado,65,Normal  Explosive,1.9K,3,3,79,61,60,67,30,59,1,356,1717,66.0,171,LM,H,L
13972,Deichmann,65,Normal  Controlled,450,2,4,77,59,62,66,57,74,1,395,1839,79.0,178,RB,H,M
13973,Jojo Wollacott,65,Normal  Controlled,300,1,2,66,63,63,65,41,64,5,362,864,80.0,190,GK,M,M
13974,Andreas Karo,65,Normal  Lengthy,500,2,3,63,35,45,53,64,72,2,332,1530,81.0,190,CB,H,H
13975,Kitolano,65,Normal  Explosive,9.9K,3,4,83,63,60,68,50,64,4,388,1815,70.0,175,CAM,H,M
13976,Julian Faye Lund,65,Normal  Controlled,300,1,2,65,63,64,68,45,65,2,370,867,80.0,186,GK,M,M
13977,Denis Will Poha,65,Normal  Controlled,300,3,3,73,61,65,67,63,72,3,401,1892,68.0,173,CM,M,M
13978,Matt Butcher,65,Normal  Lengthy,300,2,3,62,62,63,62,62,76,0,387,1803,83.0,188,CM,M,M
13979,Alex Iacovitti,65,Normal  Lengthy,400,2,3,69,35,51,51,63,75,1,344,1546,68.0,193,CB,M,M
13980,Clayton Lewis,65,Normal  Controlled,600,2,3,72,59,66,67,57,72,1,393,1878,72.0,173,CM,M,M
13981,Jack Fitzwater,65,Normal  Controlled,300,2,3,69,37,47,54,65,69,-2,341,1582,70.0,188,CB,M,H
13982,Fabián Henríquez,65,Normal  Controlled,0,3,4,62,56,63,65,58,73,0,377,1769,74.0,185,CM,M,H
13983,Kyle Edwards,65,Normal  Explosive,450,4,3,81,57,59,70,37,54,1,358,1699,64.0,172,LW,M,M
13984,Robert Gojani,65,Normal  Explosive,0,3,3,69,46,65,68,50,65,-1,363,1766,71.0,174,CM,M,M
13985,Borthwick-Jackson,65,Normal  Lengthy,300,2,3,68,45,61,61,60,72,4,367,1717,73.0,189,LWB,M,M
13986,Antony Evans,65,Normal  Controlled,500,3,2,69,65,65,66,52,67,2,384,1827,80.0,186,CM,H,M
13987,Carlos Cermeño,65,Sudamericana  Controlled,0,2,3,71,43,66,65,62,67,0,374,1756,72.0,176,CDM,M,H
13988,Valentino Müller,65,Normal  Controlled,800,2,3,70,51,63,66,59,64,1,373,1768,69.0,175,CDM,M,M
13989,Séga Coulibaly,65,Normal  Controlled,500,2,3,50,37,55,56,62,78,1,338,1573,87.0,184,CB,M,H
13990,Mael Corboz,65,Normal  Controlled,300,2,5,77,55,61,65,59,71,1,388,1778,76.0,180,CM,M,M
13991,Brendan Hines-Ike,65,Normal  Controlled,800,2,3,57,53,54,58,65,74,2,361,1687,77.0,185,CB,M,H
13992,Julien Dacosta,65,Normal  Controlled,10K,3,3,77,34,57,63,58,71,2,360,1657,77.0,182,RWB,H,M
13993,Anton Donkor,65,Normal  Lengthy,300,3,4,85,58,56,63,57,79,10,398,1802,81.0,185,LB,H,M
13994,Diallang Jaiyesimi,65,Normal  Controlled,0,4,3,90,56,60,66,54,66,3,392,1793,72.0,181,RW,M,M
13995,Peano,65,Sudamericana  Controlled,0,1,3,67,62,64,68,45,63,1,369,792,78.0,188,GK,M,M
13996,Jae Suk Oh,65,Normal  Controlled,10K,2,4,60,34,57,62,65,63,1,341,1591,73.0,176,RWB,M,M
13997,Leandro Putaro,65,Normal  Controlled,300,3,3,76,63,56,68,39,65,0,367,1696,77.0,187,LW,M,M
13998,Min Hyeok Kim,65,Normal  Lengthy,10K,2,2,71,27,33,44,66,71,0,312,1376,73.0,187,CB,M,H
13999,Lautaro Geminiani,65,Normal  Controlled,0,3,3,74,31,51,63,58,64,0,341,1549,65.0,172,RB,H,M
14000,Juan Bautista Cascini,65,Normal  Controlled,400,3,3,61,61,60,63,60,73,0,378,1819,68.0,171,CDM,H,H
14001,Damian Jakubik,65,Normal  Lengthy,400,2,3,79,32,53,50,61,72,0,347,1557,77.0,183,RB,M,H
14002,Jonathan Augustinsson,65,Normal  Controlled,450,2,4,74,48,61,62,59,69,1,373,1723,80.0,185,LWB,L,M
14003,Sean Clare,65,Normal  Lengthy,2.4K,3,3,71,62,63,62,63,71,5,392,1809,79.0,190,CB,M,M
14004,Lautaro Montoya,65,Normal  Controlled,0,3,2,72,56,63,69,59,59,-1,378,1791,73.0,170,LB,M,M
14005,Agyemang Diawusie,65,Normal  Explosive,0,3,3,88,57,55,66,28,64,2,358,1643,75.0,180,RM,M,M
14006,Verdasca,65,Normal  Lengthy,400,2,3,64,37,49,55,63,77,2,345,1602,81.0,185,CB,M,M
14007,Joel Felix,65,Normal  Controlled,500,2,3,52,41,49,53,67,69,0,331,1487,73.0,190,CB,M,M
14008,Si Woo Song,65,Normal  Controlled,300,3,2,82,65,59,64,36,58,0,364,1699,72.0,174,ST,M,L
14009,Anthony D'Alberto,65,Normal  Controlled,1.4K,3,3,75,36,57,61,59,68,2,356,1679,69.0,178,RWB,M,M
14010,David Kasumu,65,Normal  Explosive,300,3,3,70,52,62,68,63,66,6,381,1785,70.0,180,CM,M,H
14011,Jérôme Deom,65,Normal  Explosive,600,2,3,74,51,64,70,58,51,0,368,1787,68.0,174,CM,M,M
14012,Wolke Janssens,65,Normal  Controlled,500,2,3,68,63,55,63,66,62,-2,377,1785,70.0,185,RB,H,M
14013,Andy Fisher,65,Normal  Controlled,400,1,3,65,63,67,67,34,64,0,360,809,73.0,183,GK,M,M
14014,Aapo Halme,65,Normal  Controlled,300,2,3,47,21,45,55,63,69,1,300,1350,78.0,196,CB,M,M
14015,Atomu Tanaka,65,Normal  Controlled,400,3,3,70,58,62,67,55,61,4,373,1800,69.0,167,CAM,M,M
14016,Lucas Lingman,65,Normal  Controlled,400,3,2,64,55,66,71,52,57,-50,365,1781,72.0,178,CM,M,M
14017,Saku Ylätupa,65,Normal  Explosive,10K,3,4,79,53,63,70,27,58,4,350,1642,67.0,171,RW,M,M
14018,Joseph Ceesay,65,Normal  Controlled,700,3,3,85,52,60,66,52,65,3,380,1698,78.0,184,RW,M,M
14019,Kevin Martin Krygård,65,Normal  Controlled,1.4K,3,2,62,53,58,63,63,76,-1,375,1778,70.0,184,CDM,M,M
14020,Cristhian Machado,65,Sudamericana  Controlled,10K,2,3,75,44,55,60,61,70,0,365,1686,71.0,172,CDM,M,H
14021,Daniel Anyembe,65,Normal  Controlled,350,2,3,85,45,57,65,56,68,2,376,1696,77.0,189,RB,H,M
14022,David Stec,65,Normal  Controlled,500,2,3,76,48,56,63,59,71,0,373,1682,72.0,178,RB,H,M
14023,Yohan Demoncy,65,Normal  Controlled,0,3,2,63,48,60,66,60,69,2,366,1710,75.0,181,CM,L,M
14024,Sven Müller,65,Normal  Controlled,550,1,2,66,67,59,68,20,65,2,345,630,82.0,190,GK,M,M
14025,Ian Escobar,65,Normal  Explosive,300,2,2,83,40,54,63,60,63,1,363,1681,63.0,172,LB,M,M
14026,Ba-Muaka Simakala,65,Normal  Explosive,400,3,4,77,61,56,71,26,58,8,349,1689,76.0,180,RW,M,M
14027,Tomasz Makowski,65,Normal  Controlled,400,2,3,70,53,58,63,61,72,1,377,1743,72.0,178,CDM,M,H
14028,Mattia Finotto,65,Normal  Controlled,0,3,2,80,62,54,65,35,67,1,363,1704,72.0,183,ST,H,M
14029,Alex Craninx,65,Normal  Controlled,0,1,3,65,63,62,66,36,64,0,356,872,78.0,197,GK,M,M
14030,Sam Smith,65,Normal  Controlled,450,2,3,73,65,54,62,29,71,3,354,1667,73.0,185,ST,M,M
14031,Akin Famewo,65,Normal  Lengthy,300,2,3,73,24,41,51,64,74,2,327,1462,66.0,187,CB,L,M
14032,Sam Schreck,65,Normal  Controlled,1.4K,3,3,62,48,63,69,60,48,2,350,1678,63.0,180,CM,M,M
14033,Rafael Mújica García,65,Normal  Controlled,350,3,3,66,65,59,68,33,66,-1,357,1688,70.0,185,ST,M,M
14034,Pablo Sisniega,65,Normal  Controlled,7.5K,1,2,63,67,64,64,44,65,2,367,907,79.0,192,GK,M,M
14035,Bojan Nastić,65,Normal  Controlled,500,2,3,76,48,60,60,59,73,-2,376,1718,75.0,182,LWB,M,M
14036,Tom Lowery,65,Normal  Controlled,650,2,3,70,57,63,68,56,50,5,364,1775,75.0,168,CM,M,M
14037,Aaron Morley,65,Normal  Controlled,700,2,3,66,57,65,63,61,70,5,382,1817,72.0,183,CM,M,M
14038,Tristan Muyumba,65,Normal  Controlled,600,2,3,75,45,60,65,61,66,1,372,1747,60.0,165,CDM,M,H
14039,Magnus Grødem,65,Normal  Controlled,300,4,4,69,60,62,66,42,65,-1,364,1678,78.0,192,CAM,H,M
14040,Elliot Embleton,65,Normal  Explosive,1K,3,5,73,60,63,65,54,54,1,369,1781,64.0,173,CAM,M,M
14041,Javier Díaz Sánchez,65,Normal  Controlled,300,1,3,67,61,65,68,58,63,0,382,888,75.0,182,GK,M,M
14042,Pelle Clement,65,Normal  Controlled,5.5K,3,3,63,60,67,67,55,61,0,373,1797,67.0,177,CM,M,M
14043,Daniel Batty,65,Normal  Controlled,2K,3,3,66,57,62,66,64,67,5,382,1822,73.0,178,CM,M,M
14044,Ibrahima Conté,65,Normal  Lengthy,300,2,2,49,43,49,53,63,80,1,337,1558,82.0,191,CB,M,M
14045,Pol Valentín Sancho,65,Normal  Explosive,300,2,3,91,39,56,65,57,66,2,374,1686,73.0,178,LB,H,M
14046,Markus Kaasa,65,Normal  Controlled,400,3,3,70,56,62,69,57,64,0,378,1788,70.0,175,CM,M,M
14047,Lindsay Rose,65,Normal  Lengthy,350,2,3,65,41,53,56,64,76,5,355,1612,79.0,184,CB,M,H
14048,Pavle Vagić,65,Normal  Controlled,300,3,3,69,53,59,66,62,75,5,384,1794,80.0,188,CB,M,M
14049,Kilian Jakob,65,Normal  Controlled,2K,2,3,80,40,57,62,57,62,2,358,1633,72.0,183,LB,H,M
14050,Manuel Thurnwald,65,Normal  Explosive,300,3,3,82,52,60,69,56,65,1,384,1821,68.0,172,RB,H,M
14051,Óscar Arribas Pasero,65,Normal  Controlled,8.5K,2,3,74,61,60,65,34,61,1,355,1679,68.0,183,LM,H,M
14052,Andreas Poulsen,65,Normal  Controlled,300,3,3,70,44,58,65,61,71,2,369,1661,80.0,188,LB,H,M
14053,Villanueva,65,Libertadores  Controlled,0,4,3,68,65,58,67,39,63,1,360,1688,68.0,183,CAM,M,M
14054,Ryan Cooney,65,Normal  Controlled,900,2,3,72,49,55,61,61,66,16,364,1700,77.0,179,RB,M,M
14055,Andersson Ordóñez,65,Sudamericana  Controlled,6.9K,2,3,65,35,40,51,63,73,0,327,1502,86.0,186,CB,M,H
14056,Spencer Richey,65,Normal  Controlled,600,1,2,64,62,74,66,47,62,1,375,888,88.0,185,GK,M,M
14057,Yanis Merdji,65,Normal  Controlled,300,3,3,80,64,56,67,18,75,1,360,1669,69.0,175,LM,M,H
14058,Kortne Ford,65,Normal  Controlled,300,2,2,62,27,35,45,62,81,1,312,1401,84.0,188,CB,M,M
14059,Silas Gnaka,65,Normal  Controlled,300,3,3,76,36,62,67,59,61,2,361,1678,64.0,179,LB,M,H
14060,Demetri Mitchell,65,Normal  Explosive,0,3,2,85,60,61,64,57,63,4,390,1806,71.0,179,LB,H,M
14061,Abdullah Yiğiter,65,Normal  Controlled,0,1,2,65,66,63,67,20,64,-1,345,643,79.0,189,GK,M,M
14062,Jerónimo Pourtau,65,Libertadores  Controlled,0,1,3,68,65,59,69,17,64,0,342,652,91.0,193,GK,M,M
14063,Lorenco Šimić,65,Normal  Controlled,300,2,2,40,34,43,44,66,71,3,298,1422,89.0,195,CB,M,H
14064,Jordan Holsgrove,65,Normal  Controlled,300,3,3,62,54,65,66,54,61,3,362,1730,70.0,180,CM,M,M
14065,Brandon Fleming,65,Normal  Controlled,0,2,3,73,35,54,64,62,59,1,347,1632,70.0,175,LWB,M,M
14066,Kristoffer Klaesson,65,Normal  Controlled,600,1,2,64,60,63,69,34,64,1,354,785,76.0,189,GK,M,M
14067,Jong Gyu Yoon,65,Normal  Controlled,5K,2,3,79,38,57,62,61,61,1,358,1626,65.0,173,RB,M,H
14068,Roel Janssen,65,Normal  Controlled,700,2,3,36,41,55,57,65,73,-1,327,1597,80.0,179,CB,M,H
14069,You Hyeon Lee,65,Normal  Controlled,950,3,4,77,41,58,64,59,72,-1,371,1703,74.0,179,RB,H,H
14070,Luke McCormick,65,Normal  Explosive,500,3,4,75,58,64,67,55,67,1,386,1814,74.0,180,CAM,M,M
14071,Kristoffer Velde,65,Normal  Explosive,450,4,3,80,62,57,68,43,61,13,371,1727,65.0,179,RM,M,M
14072,Luciano Pizarro,65,Normal  Controlled,0,3,3,73,57,60,66,52,69,1,377,1714,75.0,186,LM,M,M
14073,Firas Al Birekan,65,Normal  Controlled,10K,3,3,71,62,45,63,23,64,5,328,1515,74.0,181,ST,M,L
14074,Michael Akoto,65,Normal  Controlled,300,2,3,69,32,52,55,66,73,4,347,1591,72.0,188,RB,M,M
14075,Rico Preißinger,65,Normal  Controlled,300,2,3,67,56,59,62,61,78,1,383,1752,78.0,185,CDM,H,H
14076,Jonas Nietfeld,65,Normal  Controlled,350,2,3,72,61,59,64,64,73,1,393,1844,83.0,186,CB,H,M
14077,Davy Frick,65,Normal  Controlled,800,2,4,53,54,59,61,62,76,1,365,1680,84.0,188,CB,H,M
14078,Jeremias Lorch,65,Normal  Lengthy,900,2,4,65,46,58,59,64,76,0,368,1696,79.0,188,CDM,H,H
14079,Pascal Sohm,65,Normal  Lengthy,450,2,4,71,62,57,63,26,74,3,353,1662,77.0,188,ST,H,M
14080,Renat Dadashov,65,Normal  Controlled,550,3,3,65,64,52,61,24,62,4,328,1582,82.0,187,ST,H,H
14081,Magnus Warming,65,Normal  Controlled,400,3,3,83,57,54,70,33,48,2,345,1584,72.0,188,LW,H,L
14082,Tom Baumgart,65,Normal  Controlled,500,2,3,71,57,58,66,33,65,-1,350,1624,74.0,181,RM,M,M
14083,Lewis Wing,65,Normal  Controlled,450,3,3,68,58,65,66,55,67,3,379,1797,78.0,184,CM,M,M
14084,James Pantemis,65,Normal  Controlled,300,1,1,63,63,52,66,36,66,3,346,682,79.0,191,GK,M,M
14085,Dominik Ernst,65,Normal  Controlled,500,2,2,74,43,54,57,57,75,-1,360,1688,73.0,178,RWB,H,H
14086,Jakub Jugas,65,Normal  Lengthy,400,2,2,60,45,51,50,64,74,0,344,1570,79.0,186,CB,M,H
14087,Christoph Greger,65,Normal  Controlled,400,2,3,54,28,37,40,64,74,2,297,1377,81.0,193,CB,M,M
14088,Hicham Mahou,65,Normal  Controlled,350,3,3,84,62,59,66,39,53,0,363,1676,70.0,179,RM,M,M
14089,Hussain Al Qahtani,65,Normal  Controlled,6.9K,3,4,63,57,64,66,56,65,2,371,1758,69.0,177,CM,H,M
14090,Félix Eboa Eboa,65,Normal  Controlled,300,2,2,44,44,52,54,64,77,0,335,1619,80.0,186,CB,L,M
14091,Emmanuel Banda,65,Normal  Controlled,10K,3,3,68,66,64,65,47,57,4,367,1804,73.0,178,CAM,H,M
14092,Rocky Bushiri,65,Normal  Controlled,300,2,2,57,26,40,46,63,81,2,313,1419,91.0,187,CB,M,H
14093,Robert Herrmann,65,Normal  Controlled,500,3,4,75,57,62,67,51,61,1,373,1771,73.0,181,LM,M,M
14094,Lars Bünning,65,Normal  Lengthy,400,2,2,68,41,55,55,63,70,2,352,1613,78.0,187,CB,M,M
14095,Harald Nilsen Tangen,65,Normal  Explosive,700,3,3,75,59,61,70,37,69,0,371,1720,73.0,177,CAM,M,M
14096,Anthony Barylla,65,Normal  Controlled,650,2,4,69,46,58,60,63,77,-1,373,1721,84.0,180,CB,M,M
14097,Fridolin Wagner,65,Normal  Controlled,10K,2,3,64,58,58,66,62,69,2,377,1752,78.0,182,CM,M,H
14098,Dogan Erdogan,65,Normal  Controlled,500,3,3,62,54,64,65,59,69,3,373,1793,79.0,182,CDM,M,H
14099,Dominik Reiter,65,Normal  Controlled,350,2,3,75,60,60,66,28,60,-1,349,1651,74.0,173,RM,M,M
14100,Steffen Puttkammer,65,Normal  Controlled,700,2,1,38,26,45,45,65,74,3,293,1400,81.0,192,CB,M,M
14101,Luca Marseiler,65,Normal  Explosive,600,3,5,81,58,57,66,35,58,3,355,1651,68.0,176,LM,M,M
14102,Tobias Børkeeiet,65,Normal  Lengthy,350,2,3,56,52,58,61,63,73,2,363,1721,81.0,188,CDM,M,H
14103,Indy Boonen,65,Normal  Controlled,650,3,4,69,65,62,67,48,58,1,369,1751,67.0,177,CAM,H,M
14104,Ethan Hamilton,65,Normal  Lengthy,7.9K,3,4,62,65,63,65,61,78,-1,394,1862,75.0,187,CM,M,H
14105,Aynsley Pears,65,Normal  Controlled,750,1,2,64,62,62,69,15,63,2,335,645,77.0,186,GK,M,M
14106,Lennard Maloney,65,Normal  Lengthy,1.4K,2,3,63,44,54,58,63,75,2,357,1644,89.0,187,CB,M,M
14107,Lorenzo Rajot,65,Normal  Controlled,650,3,3,73,52,64,67,62,59,1,377,1744,68.0,179,CM,M,M
14108,José Alonso Lara,65,Normal  Controlled,1.3K,3,3,70,63,61,71,33,36,1,334,1591,60.0,162,RM,M,L
14109,George Johnston,65,Normal  Controlled,500,2,2,60,33,49,59,64,72,2,337,1572,78.0,181,CB,H,M
14110,David Ajiboye,65,Normal  Explosive,0,3,3,91,56,55,68,38,64,5,372,1666,70.0,170,RM,H,M
14111,Danny Mandroiu,65,Normal  Controlled,1K,4,4,66,63,64,67,51,62,1,373,1798,73.0,180,LW,M,M
14112,Marcelo Ortíz,65,Normal  Lengthy,950,2,2,65,25,53,57,63,70,-1,333,1526,80.0,186,CB,M,H
14113,Braian Galván,65,Normal  Explosive,350,2,3,78,55,58,68,43,59,1,361,1700,64.0,166,LM,M,M
14114,Souleymane Diarra,65,Normal  Controlled,300,3,3,67,54,62,67,59,71,0,380,1806,72.0,173,CDM,M,M
14115,Steven Benda,65,Normal  Controlled,550,1,3,65,63,59,67,37,64,1,355,612,83.0,193,GK,M,M
14116,Yannis Clementia,65,Normal  Controlled,850,1,2,66,64,63,66,38,65,2,362,761,80.0,188,GK,M,M
14117,Maximiliano Ortiz,65,Sudamericana  Lengthy,0,2,4,59,25,47,52,68,65,-1,316,1424,83.0,180,CB,M,M
14118,Victor Torp,65,Normal  Controlled,500,3,4,68,60,65,69,53,57,0,372,1785,68.0,178,CAM,H,M
14119,Birk Risa,65,Normal  Controlled,350,3,3,74,56,60,64,64,69,2,387,1806,79.0,188,CB,M,M
14120,Lucas Buades,65,Normal  Controlled,400,3,3,75,56,58,64,58,65,-1,376,1699,75.0,180,RWB,H,M
14121,Lennart Moser,65,Normal  Controlled,300,1,3,69,63,58,68,24,61,3,343,609,88.0,196,GK,M,M
14122,Joaquín Blázquez,65,Normal  Controlled,450,1,3,64,59,63,69,23,67,3,345,673,87.0,193,GK,M,M
14123,Angus Thurgate,65,Normal  Controlled,400,3,3,68,56,61,65,59,67,1,376,1738,70.0,178,CDM,H,M
14124,Oriol Rey Erenas,65,Normal  Controlled,300,2,3,62,53,63,65,59,62,0,364,1725,71.0,180,CM,L,M
14125,Conor Hazard,65,Normal  Controlled,0,1,3,64,65,64,66,24,66,3,349,655,86.0,198,GK,M,M
14126,Alexandru Benga,65,Normal  Lengthy,800,2,2,64,35,43,42,66,76,1,326,1493,83.0,188,CB,M,M
14127,Joshua Kitolano,65,Normal  Explosive,300,3,3,77,52,61,68,58,71,4,387,1810,71.0,170,CM,H,H
14128,Jonathan Scherzer,65,Normal  Controlled,550,2,3,67,42,58,63,62,70,1,362,1674,76.0,185,LB,M,M
14129,Odin Luraas Bjørtuft,65,Normal  Lengthy,10K,2,3,62,30,52,51,65,69,2,329,1561,75.0,185,CB,M,M
14130,Moataz Zemzemi,65,Normal  Controlled,900,3,3,69,65,64,69,50,64,1,381,1792,73.0,186,CAM,M,L
14131,Michael Breij,65,Normal  Controlled,700,3,4,67,64,63,65,42,58,-1,359,1716,72.0,181,RW,M,M
14132,Aleksandar Šušnjar,65,Normal  Lengthy,300,2,3,65,44,53,56,62,79,0,359,1639,81.0,191,CB,M,M
